,tweet,class
2137,"b'One can only express sympathy to the families of those people who died regardless of whether they were protesters , police , or pro-government .'",noHate
2138,b'But there are so many things I want to do and see-I want to live my life to its fullest .',noHate
2139,b'There are few if any Blacks .',noHate
2140,b'I usually know when friends or relatives are distressed through illness or accident/incident.I then phone them and find out what has happened .',noHate
2141,b'I include myself in those who need to grow a set of balls .',noHate
2142,"b'Agreed, to an extent .'",noHate
2143,b'Here is the new link to the Youth Corps Page !',noHate
2144,b'When they sent n iggers to space the space ships started blowing up .',hate
2145,b'Last time I kissed her .... yesterday .',noHate
2146,"b""Where I live now it is n't so bad .""",noHate
2147,"b'im a 21 year old white woman , mother of one 2 year old boy. i have been looking for others like me in oregon for quite some time now and have ony found a few .'",noHate
2148,b'If you are talking about Alexander the Great then yes .',noHate
2149,"b'Such as a person with one arm , wheel chair ect .'",noHate
2150,"b""Yep, forgot I had the thing wrapped in a jacket , went to grab the jacket and the thing came tumblin ' out !""",noHate
2151,"b'No it is not a joke , we have a very high standard education system here in Ireland ..'",noHate
2152,"b""I 'll have a look around and try and get them up for people to see .""",noHate
2153,b'If I have to start compartmentalizing I use Nordic and Heathen',noHate
2154,b'Interesting I have some northern German features and hardly have German DNA .',noHate
2155,"b""I'm planning on being in ireland within the next year .""",noHate
2156,"b""I'm sure their failure to dig simple bloody pits for their ordure is our fault somehow .""",noHate
2157,b'Well good luck and I have it bookmarked and will check back every so often .',noHate
2158,b'haha; im a 19 y.o white male from newcastle area - but im moving back to sydney very soon ( west sydney im afraid lol )',noHate
2159,b'And I wonder how many of those couples regret crossing the color line ?',noHate
2160,"b'Another cleaning tip ( from Vietnam , go figure ) that works well .'",noHate
2161,"b""And it 's not my fault the BNP is run by a gangster .""",noHate
2162,"b""It 's common in the schools here !""",noHate
2163,b'I stop on BET sometimes to reassure my desires to fight their progression and get in the know about their latest crap .',noHate
2164,b'We have a new line of shirts comming out to help keep the funds comming in for the land base .',noHate
2165,b'Miss South Africa is not White .',noHate
2166,"b""An example of muslim colonisation : in some schools we do n't celebrate Christmas anymore to respect the many islamic pupils ! Christmas is a part of OUR TRADITION , of OUR RELIGION !!!!""",noHate
2167,b'Islam is not compatible with our way of life in this green and pleasant isle.Irish people are white and Christian FFS !',hate
2168,b'Weapons and training .',noHate
2169,"b'They were not as dark as , say , a modern Iraqi .'",noHate
2170,"b""Hello I 'd thought i would join has my other half spends alot of time on here he might start to nottice me abit more""",noHate
2171,"b'Kiss uncle Samael for me , will you ?'",noHate
2172,"b""And there 's lots of water ... with trout and other fish .""",noHate
2173,"b""It's good to see an educational institution that maintains its values and refuses to bow down in the name of `` progress . ''""",noHate
2174,"b'Nothing more than a murdered white girl , the talking heads could care less about her .'",noHate
2175,"b""Certain individuals like to claim some form of ' moral high-ground ' in our racial fight to preserve the White race. irish republicans hidden jewish past .....""",noHate
2176,b'We are badly outnumbered .',noHate
2177,"b""I'm saying , what I see .""",noHate
2178,"b'Yeah, Hell on earth .'",noHate
2179,"b""It's not just Third Reich era , it 'd been the names of the towns in many cases from the time they were founded , and anyway before 1933 .""",noHate
2180,b'Most enlightening .',noHate
2181,b'They need the white male distracted as much as possible and of course the glorification of the groid ; two birds one stone .',hate
2182,"b""2. grades/age groups Whatever works 3. discipline tactics I do n't know .""",noHate
2183,b'I knew a kid down the street who was home schooled and he didnt act like a kid his age should .',noHate
2184,b'She was tortured and mutilated .',noHate
2185,"b'This is a forum for people who support the white nationalist cause and I am one of those people , thus I have a right to speak .'",noHate
2186,"b""That's completely true , I have a 3-y-o son and he does n't like at all to play with brown-skinned boys or girls , I especially remember once a pair of twin girls came up to kiss him and he just ran away , it was the enchantment of the white man !""",noHate
2187,"b""Don't you love the double standards ?""",noHate
2188,b'I would not be surprised if this woman was specifically targeted by local Jews from her town for this abominable treatment .',hate
2189,b'YouTube - The Barbie Doll Test',noHate
2190,"b'Hey j.p. i called the number you left me in my mail a couple of weeks ago but they said they never heard of ya , i e-mailed you back and havent heard back , shoot me yopur #again .'",noHate
2191,b'People suffer more the closer they are to ground zero .',noHate
2192,"b'Justin Barrett was on Yesterdays lastword on Today FM you can listen to the show on the link below , Justin comes on in about half an hour into the program .'",noHate
2193,b'Email me at ericahoesch@ntelos.net.',noHate
2194,b'I used to enter horse competitions until I was thrown off one and broke my leg .',noHate
2195,b'My Grandfather traced our family tree back quite far .',noHate
2196,b'Anyone want to send us photos of activism ?',noHate
2197,"b'A group of American men in the late 1700s decided they could defend themselves against the government of England , but it was illegal to do so .'",noHate
2198,"b'( Credit : NASA , ESA , and M. Brown ) http://solarviews.com/eng/eris.htm'",noHate
2199,"b""Hello, I 'm Mike , I 've been reading these board for some time now and finally got around to registering .""",noHate
2200,"b'Get over it ! if your white and racially aware , join the army and respect your white brothers and sisters !'",noHate
2201,"b'Glory Glory Halliujah , Glory Glory Halliujah , Glory Glory Halliujah THe school is burning down'",noHate
2202,b'I know its like a hide and go seek game this white flight stuff .',noHate
2203,"b""I'm impressesed with the ' if you do n't like it go somewhere else ' and ' herd mentality ' quips . Way to start a civilised debate , non ami .""",noHate
2204,b'Thats got to be a exaggeration right ?',noHate
2205,b'If its a non white they cover it up .',noHate
2206,"b""It where loads of them when I was in Thailand , Thaiguys running up from the water screaming `` Tsunami tsunami !! '' and behind them is a one foot wave""",noHate
2207,"b'me, too but here in the Usa .'",noHate
2208,"b'Mods and everybody else , please see this thread ...'",noHate
2209,"b""And it ai n't your daddy 's New World Order either , more like a Jew World Order .""",hate
2210,b'Are you kidding me ?',noHate
2211,b'We have been keeping up with weekly get togethers with a group of pro white like minded people and would like to continue to grow the group. we usually do dinner on the weekends to keep people close .',noHate
2212,"b""The Feb 14 `` Love your race '' flier drive is coming up soon .""",noHate
2213,"b'Great,i didnt knew you guys opened this thread Their accent will be super funny for you , but this Belgrade Band is singing some of the most famous Irish and Celtic songs .'",noHate
2214,b'The whole area was Aryan .',noHate
2215,b'This girl was almost made another human sacrifice to your false god .',hate
2216,"b""`` Cat in the Hat '' message is to have a great time behind mom 's back and to then lie to her about it .""",noHate
2217,"b""No one has mentioned ' Hate Society ' , they are a great band and they dont just scream down the mic .""",noHate
2218,b'Thats what I tried to tell those nuts over on the health a fitness thread and was attacked for it in post ????',noHate
2219,b'Friggen hipicrits .',noHate
2220,b'She then solicited his classmates to make comments about what they disliked about the boy .',noHate
2221,"b""I hope we 're above that sort of thing .""",noHate
2222,"b'Christ did not promote any violence , however mohammed ordered to kill the non believers , which includes us christians and pagans on Stormfront .'",noHate
2223,"b'Yeah, when I was younger there were some old lady in my street and kids thought that she is Baba Roga , so one day I waited for her with some pipe , I almost boke her backs ...'",noHate
